gene_id	chromosome_name	description
Potra2n8c18605	chr8	sp|P0DO12|FLZ18_ARATH FCS-Like Zinc finger 18 OS=Arabidopsis thaliana OX=3702 GN=FLZ18 PE=1 SV=1
Potra2n8c18606	chr8	sp|A4F4L4|DNAL4_PIG Dynein light chain 4, axonemal OS=Sus scrofa OX=9823 GN=DNAL4 PE=3 SV=1
Potra2n8c18607	chr8	sp|O03982|HIP39_ARATH Heavy metal-associated isoprenylated plant protein 39 OS=Arabidopsis thaliana OX=3702 GN=HIPP39 PE=2 SV=1
Potra2n8c18608	chr8	sp|Q6NLQ8|XB32_ARATH E3 ubiquitin-protein ligase XBAT32 OS=Arabidopsis thaliana OX=3702 GN=XBAT32 PE=1 SV=1
Potra2n8c18609	chr8	sp|Q9FHF0|RPS4B_ARATH Disease resistance protein RPS4B OS=Arabidopsis thaliana OX=3702 GN=RPS4B PE=1 SV=1
Potra2n8c18610	chr8	None available
Potra2n8c18611	chr8	sp|Q9WUR2|ECI2_MOUSE Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus OX=10090 GN=Eci2 PE=1 SV=2
Potra2n8c18612	chr8	sp|Q95KW8|SWET1_PAPAN Sugar transporter SWEET1 OS=Papio anubis OX=9555 GN=SLC50A1 PE=2 SV=1
Potra2n8c18613	chr8	None available
Potra2n8c18614	chr8	sp|Q68EI0|WDR18_DANRE WD repeat-containing protein 18 OS=Danio rerio OX=7955 GN=wdr18 PE=2 SV=1
Potra2n8c18615	chr8	sp|Q6FT96|MDV1_CANGA Mitochondrial division protein 1 OS=Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) OX=284593 GN=MDV1 PE=3 SV=1
Potra2n8c18616	chr8	sp|Q9C6P6|STGL4_ARATH Stigma-specific STIG1-like protein 4 OS=Arabidopsis thaliana OX=3702 GN=KRS PE=2 SV=1
Potra2n8c18617	chr8	None available
Potra2n8c18618	chr8	None available
Potra2n8c18619	chr8	sp|Q56UQ5|TPT1L_HUMAN TPT1-like protein OS=Homo sapiens OX=9606 PE=2 SV=2
Potra2n8c18620	chr8	sp|Q8LGG8|USPAL_ARATH Universal stress protein A-like protein OS=Arabidopsis thaliana OX=3702 GN=At3g01520 PE=1 SV=2
Potra2n8c18621	chr8	sp|Q292S8|COS_DROPS Kinesin-like protein costa OS=Drosophila pseudoobscura pseudoobscura OX=46245 GN=cos PE=3 SV=2
Potra2n8c18622	chr8	sp|Q9BQF6|SENP7_HUMAN Sentrin-specific protease 7 OS=Homo sapiens OX=9606 GN=SENP7 PE=1 SV=4
Potra2n8c18623	chr8	sp|Q3TYG6|TGRM2_MOUSE TOG array regulator of axonemal microtubules protein 2 OS=Mus musculus OX=10090 GN=Togaram2 PE=2 SV=1
Potra2n8c18624	chr8	None available
Potra2n8c18625	chr8	sp|Q9LUS2|TC120_ARATH Translocase of chloroplast 120, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TOC120 PE=1 SV=1
Potra2n8c18626	chr8	sp|Q6S5G3|TOC90_ARATH Translocase of chloroplast 90, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TOC90 PE=1 SV=1
Potra2n8c18627	chr8	None available
Potra2n8c18628	chr8	sp|A4IXI6|SYM_FRATW Methionine--tRNA ligase OS=Francisella tularensis subsp. tularensis (strain WY96-3418) OX=418136 GN=metG PE=3 SV=1
Potra2n8c18629	chr8	sp|B2UAQ4|SYI_RALPJ Isoleucine--tRNA ligase OS=Ralstonia pickettii (strain 12J) OX=402626 GN=ileS PE=3 SV=1
Potra2n8c18630	chr8	sp|Q7XI75|CARM1_ORYSJ Probable histone-arginine methyltransferase CARM1 OS=Oryza sativa subsp. japonica OX=39947 GN=CARM1 PE=2 SV=1
Potra2n8c18631	chr8	sp|Q4WR20|HELB3_ASPFU Cytochrome P450 monooxygenase helB3 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=helB3 PE=1 SV=2
Potra2n9c18632	chr9	sp|Q54VQ7|HDA22_DICDI Type-2 histone deacetylase 2 OS=Dictyostelium discoideum OX=44689 GN=hdaC PE=2 SV=1
Potra2n9c18633	chr9	sp|C0LGG6|Y5189_ARATH Probable LRR receptor-like protein kinase At1g51890 OS=Arabidopsis thaliana OX=3702 GN=At1g51890 PE=1 SV=2
Potra2n9c18634	chr9	sp|Q9FGJ6|ATL79_ARATH RING-H2 finger protein ATL79 OS=Arabidopsis thaliana OX=3702 GN=ATL79 PE=2 SV=1
Potra2n9c18635	chr9	None available
Potra2n9c18636	chr9	sp|Q9SZL7|FRS9_ARATH Protein FAR1-RELATED SEQUENCE 9 OS=Arabidopsis thaliana OX=3702 GN=FRS9 PE=2 SV=2
Potra2n9c18637	chr9	sp|Q0DXZ1|CSLE2_ORYSJ Cellulose synthase-like protein E2 OS=Oryza sativa subsp. japonica OX=39947 GN=CSLE2 PE=2 SV=1
Potra2n9c18638	chr9	sp|Q58116|HMDH_METJA 3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=hmgA PE=3 SV=1
Potra2n9c18639	chr9	sp|Q06836|SYT1_YEAST Arf guanine nucleotide exchange factor SYT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SYT1 PE=1 SV=1
Potra2n9c18640	chr9	sp|B1XW11|SYQ_POLNS Glutamine--tRNA ligase OS=Polynucleobacter necessarius subsp. necessarius (strain STIR1) OX=452638 GN=glnS PE=3 SV=1
Potra2n9c18641	chr9	sp|Q9SCP4|PP279_ARATH Pentatricopeptide repeat-containing protein At3g53170 OS=Arabidopsis thaliana OX=3702 GN=At3g53170 PE=3 SV=1
Potra2n9c18642	chr9	sp|Q10S70|EXLA1_ORYSJ Expansin-like A1 OS=Oryza sativa subsp. japonica OX=39947 GN=EXLA1 PE=2 SV=1
Potra2n9c18643	chr9	None available
Potra2n9c18644	chr9	sp|Q9P6I2|DUG1_SCHPO Cys-Gly metallodipeptidase dug1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dug1 PE=2 SV=2
Potra2n9c18645	chr9	sp|A2QLQ5|RHGC_ASPNC Probable rhamnogalacturonase C OS=Aspergillus niger (strain CBS 513.88 / FGSC A1513) OX=425011 GN=rhgC PE=3 SV=1
Potra2n9c18646	chr9	sp|Q80YV4|PANK4_MOUSE 4'-phosphopantetheine phosphatase OS=Mus musculus OX=10090 GN=Pank4 PE=1 SV=2
Potra2n9c18647	chr9	sp|P90850|YCF2E_CAEEL Uncharacterized peptidase C1-like protein F26E4.3 OS=Caenorhabditis elegans OX=6239 GN=F26E4.3 PE=1 SV=3
Potra2n9c18648	chr9	None available
Potra2n9c18649	chr9	sp|Q8RWH3|YAK1_ARATH Dual specificity protein kinase YAK1 homolog OS=Arabidopsis thaliana OX=3702 GN=YAK1 PE=1 SV=1
Potra2n9c18650	chr9	None available
Potra2n9c18651	chr9	sp|Q91WU2|S22A7_MOUSE Solute carrier family 22 member 7 OS=Mus musculus OX=10090 GN=Slc22a7 PE=1 SV=1
Potra2n9c18652	chr9	sp|Q5T6X5|GPC6A_HUMAN G-protein coupled receptor family C group 6 member A OS=Homo sapiens OX=9606 GN=GPRC6A PE=1 SV=1
Potra2n9c18653	chr9	sp|Q43975|PCAK_ACIAD 4-hydroxybenzoate transporter PcaK OS=Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1) OX=62977 GN=pcaK PE=1 SV=3
Potra2n9c18654	chr9	sp|Q5RCB9|PMGT1_PONAB Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 OS=Pongo abelii OX=9601 GN=POMGNT1 PE=2 SV=1
Potra2n9c18655	chr9	sp|Q8L4X4|GAT2_ARATH Probable GABA transporter 2 OS=Arabidopsis thaliana OX=3702 GN=At5g41800 PE=1 SV=1
Potra2n9c18656	chr9	sp|Q9FY71|EXOL4_ARATH Protein EXORDIUM-like 4 OS=Arabidopsis thaliana OX=3702 GN=EXL4 PE=2 SV=1
Potra2n9c18657	chr9	None available
Potra2n9c18658	chr9	None available
Potra2n9c18659	chr9	sp|A6QPE1|RBM48_BOVIN RNA-binding protein 48 OS=Bos taurus OX=9913 GN=RBM48 PE=2 SV=2
Potra2n9c18660	chr9	sp|Q8H1D7|GTE5_ARATH Transcription factor GTE5, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=GTE5 PE=1 SV=1
Potra2n9c18661	chr9	sp|Q5BKK4|SGK1_XENTR Serine/threonine-protein kinase Sgk1 OS=Xenopus tropicalis OX=8364 GN=sgk1 PE=2 SV=1
Potra2n9c18662	chr9	None available
Potra2n9c18663	chr9	sp|Q9ZUT5|PP191_ARATH Pentatricopeptide repeat-containing protein At2g37310 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E49 PE=2 SV=1
Potra2n9c18664	chr9	sp|P97260|SCAP_CRIGR Sterol regulatory element-binding protein cleavage-activating protein OS=Cricetulus griseus OX=10029 GN=SCAP PE=1 SV=1
Potra2n9c18665	chr9	sp|Q9M1B0|NLP9_ARATH Protein NLP9 OS=Arabidopsis thaliana OX=3702 GN=NLP9 PE=2 SV=1
Potra2n9c18666	chr9	sp|O81791|RKD5_ARATH Protein RKD5 OS=Arabidopsis thaliana OX=3702 GN=RKD5 PE=3 SV=1
Potra2n9c18667	chr9	sp|Q8H111|NLP1_ARATH Protein NLP1 OS=Arabidopsis thaliana OX=3702 GN=NLP1 PE=2 SV=1
Potra2n9c18668	chr9	sp|Q42410|ZAT12_ARATH Zinc finger protein ZAT12 OS=Arabidopsis thaliana OX=3702 GN=ZAT12 PE=2 SV=1
Potra2n9c18669	chr9	None available
Potra2n9c18670	chr9	sp|P69326|UBIQ_WHEAT Ubiquitin OS=Triticum aestivum OX=4565 PE=1 SV=2
Potra2n9c18671	chr9	sp|F4I718|CSI3_ARATH Protein CELLULOSE SYNTHASE INTERACTIVE 3 OS=Arabidopsis thaliana OX=3702 GN=CSI3 PE=1 SV=1
Potra2n9c18672	chr9	sp|Q9Z2V9|CCNI_MOUSE Cyclin-I OS=Mus musculus OX=10090 GN=Ccni PE=2 SV=4
Potra2n9c18673	chr9	sp|Q38869|CDPK4_ARATH Calcium-dependent protein kinase 4 OS=Arabidopsis thaliana OX=3702 GN=CPK4 PE=1 SV=1
Potra2n9c18674	chr9	sp|P36142|TM184_YEAST Transmembrane protein 184 homolog YKR051W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YKR051W PE=1 SV=1
Potra2n9c18675	chr9	None available
Potra2n9c18676	chr9	sp|Q60770|STXB3_MOUSE Syntaxin-binding protein 3 OS=Mus musculus OX=10090 GN=Stxbp3 PE=1 SV=1
Potra2n9c18677	chr9	sp|P18869|LEU3_SCHPO 3-isopropylmalate dehydrogenase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=leu1 PE=1 SV=1
Potra2n9c18678	chr9	sp|P14306|CPYI_YEAST Carboxypeptidase Y inhibitor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFS1 PE=1 SV=2
Potra2n9c18679	chr9	sp|D5ANZ4|CY1_RHOCB Cytochrome c1 OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) OX=272942 GN=petC PE=3 SV=1
Potra2n9c18680	chr9	None available
Potra2n9c18681	chr9	None available
Potra2n9c18682	chr9	None available
Potra2n9c18683	chr9	sp|Q6ZDF3|TRAB1_ORYSJ bZIP transcription factor TRAB1 OS=Oryza sativa subsp. japonica OX=39947 GN=TRAB1 PE=1 SV=2
Potra2n9c18684	chr9	None available
Potra2n9c18685	chr9	sp|Q9SLV1|ZW2_ARATH Protein ZW2 OS=Arabidopsis thaliana OX=3702 GN=ZW2 PE=2 SV=1
Potra2n9c18686	chr9	sp|Q9ZW88|FBL34_ARATH F-box/LRR-repeat protein At1g67190 OS=Arabidopsis thaliana OX=3702 GN=At1g67190 PE=2 SV=1
Potra2n9c18687	chr9	sp|D4GQ67|CETZ4_HALVD Tubulin-like protein CetZ4 OS=Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) OX=309800 GN=cetZ4 PE=3 SV=1
Potra2n9c18688	chr9	sp|Q5AK54|CRH12_CANAL Extracellular glycosidase CRH12 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=CRH12 PE=1 SV=1
Potra2n9c18689	chr9	sp|P23101|XYLZ_PSEPU Toluate 1,2-dioxygenase electron transfer component OS=Pseudomonas putida OX=303 GN=xylZ PE=3 SV=1
Potra2n9c18690	chr9	None available
Potra2n9c18691	chr9	sp|P52397|E13J_TOBAC Glucan endo-1,3-beta-glucosidase, acidic isoform PR-O (Fragment) OS=Nicotiana tabacum OX=4097 GN=PR0 PE=1 SV=1
Potra2n9c18692	chr9	None available
Potra2n9c18693	chr9	sp|P97571|CAN1_RAT Calpain-1 catalytic subunit OS=Rattus norvegicus OX=10116 GN=Capn1 PE=1 SV=1
Potra2n9c18694	chr9	sp|Q8VC70|RBMS2_MOUSE RNA-binding motif, single-stranded-interacting protein 2 OS=Mus musculus OX=10090 GN=Rbms2 PE=1 SV=1
Potra2n9c18695	chr9	sp|Q0J7P4|HD5_ORYSJ Nuclear transcription factor Y subunit B-11 OS=Oryza sativa subsp. japonica OX=39947 GN=HD5 PE=1 SV=1
Potra2n9c18696	chr9	sp|P0CR40|SEC24_CRYNJ Protein transport protein SEC24 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=SEC24 PE=3 SV=1
Potra2n9c18697	chr9	sp|Q9ZUX4|UMP2_ARATH Uncharacterized protein At2g27730, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At2g27730 PE=1 SV=1
Potra2n9c18698	chr9	sp|P42331|RHG25_HUMAN Rho GTPase-activating protein 25 OS=Homo sapiens OX=9606 GN=ARHGAP25 PE=1 SV=2
Potra2n9c18699	chr9	sp|Q93XI4|AGUB_ORYSJ N-carbamoylputrescine amidase OS=Oryza sativa subsp. japonica OX=39947 GN=CPA PE=2 SV=1
Potra2n9c18700	chr9	None available
Potra2n9c18701	chr9	None available
Potra2n9c18702	chr9	sp|P82629|DF242_ARATH Defensin-like protein 242 OS=Arabidopsis thaliana OX=3702 GN=SCRL10 PE=3 SV=2
Potra2n9c18703	chr9	None available
Potra2n9c18704	chr9	sp|Q9STE1|PP333_ARATH Pentatricopeptide repeat-containing protein At4g21300 OS=Arabidopsis thaliana OX=3702 GN=PCMP-E36 PE=3 SV=1
Potra2n9c18705	chr9	sp|E1BE02|E2F7_BOVIN Transcription factor E2F7 OS=Bos taurus OX=9913 GN=E2F7 PE=3 SV=1
Potra2n9c18706	chr9	sp|Q9D8B6|F210B_MOUSE Protein FAM210B, mitochondrial OS=Mus musculus OX=10090 GN=Fam210b PE=1 SV=3
Potra2n9c18707	chr9	sp|Q8VZN1|OFP5_ARATH Transcription repressor OFP5 OS=Arabidopsis thaliana OX=3702 GN=OFP5 PE=1 SV=1
Potra2n9c18708	chr9	sp|Q3E9B4|OFP8_ARATH Transcription repressor OFP8 OS=Arabidopsis thaliana OX=3702 GN=OFP8 PE=1 SV=1
Potra2n9c18709	chr9	sp|Q9LXM4|CAF1H_ARATH Putative CCR4-associated factor 1 homolog 8 OS=Arabidopsis thaliana OX=3702 GN=CAF1-8 PE=3 SV=1
Potra2n9c18710	chr9	sp|Q9FMS4|SIED1_ARATH Protein salt-induced and EIN3/EIL1-dependent 1 OS=Arabidopsis thaliana OX=3702 GN=SIED1 PE=4 SV=1
Potra2n9c18711	chr9	sp|F4HY61|NAC10_ARATH NAC domain-containing protein 10 OS=Arabidopsis thaliana OX=3702 GN=NAC010 PE=2 SV=1
Potra2n9c18712	chr9	sp|O23020|SPH5_ARATH S-protein homolog 5 OS=Arabidopsis thaliana OX=3702 GN=SPH5 PE=2 SV=1
Potra2n9c18713	chr9	sp|Q9P8V3|CHT_LEPMC Cyanide hydratase OS=Leptosphaeria maculans OX=5022 GN=Cht PE=2 SV=1
Potra2n9c18714	chr9	sp|Q66GQ2|Y5162_ARATH Uncharacterized protein At5g41620 OS=Arabidopsis thaliana OX=3702 GN=At5g41620 PE=2 SV=2
Potra2n9c18715	chr9	sp|Q9SIH5|FB322_ARATH Probable F-box protein At2g36090 OS=Arabidopsis thaliana OX=3702 GN=At2g36090 PE=2 SV=1
Potra2n9c18716	chr9	None available
Potra2n9c18717	chr9	sp|Q8SU27|RUVB2_ENCCU RuvB-like helicase 2 OS=Encephalitozoon cuniculi (strain GB-M1) OX=284813 GN=RVB2 PE=1 SV=1
Potra2n9c18718	chr9	None available
Potra2n9c18719	chr9	sp|A5JYX8|NCLN_CAEEL Nicalin OS=Caenorhabditis elegans OX=6239 GN=nra-2 PE=1 SV=1
Potra2n9c18720	chr9	sp|Q9P805|DCP1_SCHPO mRNA-decapping enzyme subunit 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dcp1 PE=1 SV=1
Potra2n9c18721	chr9	sp|Q0V869|OTU11_ARATH OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 11 OS=Arabidopsis thaliana OX=3702 GN=OTU11 PE=2 SV=1
Potra2n9c18722	chr9	sp|A7PJ32|CSPL2_VITVI CASP-like protein 1C2 OS=Vitis vinifera OX=29760 GN=VIT_12s0028g03760 PE=2 SV=1
Potra2n9c18723	chr9	sp|Q9ZE28|Y120_RICPR Uncharacterized protein RP120 OS=Rickettsia prowazekii (strain Madrid E) OX=272947 GN=RP120 PE=4 SV=1
Potra2n9c18724	chr9	sp|Q9RW68|Y801_DEIRA Uncharacterized carotenoid cyclase DR_0801 OS=Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422) OX=243230 GN=DR_0801 PE=3 SV=1
Potra2n9c18725	chr9	sp|Q6GIX3|MCO_STAAR Multicopper oxidase mco OS=Staphylococcus aureus (strain MRSA252) OX=282458 GN=mco PE=3 SV=2
Potra2n9c18726	chr9	sp|Q09930|DIRA_CAEEL GTP-binding protein drn-1 (Fragment) OS=Caenorhabditis elegans OX=6239 GN=drn-1 PE=1 SV=3
Potra2n9c18727	chr9	sp|Q12339|UTP23_YEAST rRNA-processing protein UTP23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP23 PE=1 SV=1
Potra2n9c18728	chr9	sp|Q6L2J1|SYY_PICTO Tyrosine--tRNA ligase OS=Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828) OX=263820 GN=tyrS PE=3 SV=1
Potra2n9c18729	chr9	sp|Q9FJQ5|EIL5_ARATH ETHYLENE INSENSITIVE 3-like 5 protein OS=Arabidopsis thaliana OX=3702 GN=EIL5 PE=2 SV=1
Potra2n9c18730	chr9	sp|Q3E991|PRK6_ARATH Pollen receptor-like kinase 6 OS=Arabidopsis thaliana OX=3702 GN=PRK6 PE=1 SV=4
Potra2n9c18731	chr9	sp|Q93YU8|NRG2_ARATH Nitrate regulatory gene2 protein OS=Arabidopsis thaliana OX=3702 GN=NRG2 PE=1 SV=1
Potra2n9c18732	chr9	sp|Q9SJ54|NHL12_ARATH NDR1/HIN1-like protein 12 OS=Arabidopsis thaliana OX=3702 GN=NHL12 PE=2 SV=1
Potra2n9c18733	chr9	None available
Potra2n9c18734	chr9	sp|P38664|RL30_KLULA 60S ribosomal protein L30 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=RPL30 PE=1 SV=2
Potra2n9c18735	chr9	sp|Q60436|SRRT_CRIGR Serrate RNA effector molecule homolog (Fragment) OS=Cricetulus griseus OX=10029 GN=SRRT PE=2 SV=3
Potra2n9c18736	chr9	sp|Q9LKR4|FRS10_ARATH Putative protein FAR1-RELATED SEQUENCE 10 OS=Arabidopsis thaliana OX=3702 GN=FRS10 PE=2 SV=2
Potra2n9c18737	chr9	None available
Potra2n9c18738	chr9	sp|Q9SCU0|SDR2A_ARATH Short-chain dehydrogenase reductase 2a OS=Arabidopsis thaliana OX=3702 GN=SDR2a PE=3 SV=1
Potra2n9c18739	chr9	None available
Potra2n9c18740	chr9	sp|Q8VYI9|NLTL5_ARATH Non-specific lipid-transfer protein-like protein At5g64080 OS=Arabidopsis thaliana OX=3702 GN=At5g64080 PE=2 SV=1
Potra2n9c18741	chr9	None available
Potra2n9c18742	chr9	sp|Q94F40|GDL9_ARATH GDSL esterase/lipase At1g28600 OS=Arabidopsis thaliana OX=3702 GN=At1g28600 PE=2 SV=1
Potra2n9c18743	chr9	None available
Potra2n9c18744	chr9	None available
Potra2n9c18745	chr9	sp|Q9UT35|GDA1_SCHPO Guanosine-diphosphatase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=gdp1 PE=3 SV=1
Potra2n9c18746	chr9	sp|B0G126|FYV1_DICDI 1-phosphatidylinositol 3-phosphate 5-kinase OS=Dictyostelium discoideum OX=44689 GN=pip5k3 PE=3 SV=1
Potra2n9c18747	chr9	sp|Q9S9M3|WAKLC_ARATH Wall-associated receptor kinase-like 3 OS=Arabidopsis thaliana OX=3702 GN=WAKL3 PE=2 SV=2
Potra2n9c18748	chr9	sp|Q8RY17|WAKLI_ARATH Wall-associated receptor kinase-like 22 OS=Arabidopsis thaliana OX=3702 GN=WAKL22 PE=2 SV=1
Potra2n9c18749	chr9	None available
Potra2n9c18750	chr9	sp|Q74NE6|RS14Z_NANEQ 30S ribosomal protein S14 type Z OS=Nanoarchaeum equitans (strain Kin4-M) OX=228908 GN=rps14 PE=3 SV=1
Potra2n9c18751	chr9	sp|P08619|NIA_NEUCR Nitrate reductase [NADPH] OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=nit-3 PE=1 SV=3
Potra2n9c18752	chr9	sp|Q00737|SUDA_EMENI Chromosome segregation protein sudA OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=sudA PE=2 SV=3
Potra2n9c18753	chr9	sp|Q9S9M1|WAKLE_ARATH Wall-associated receptor kinase-like 5 OS=Arabidopsis thaliana OX=3702 GN=WAKL5 PE=2 SV=2
Potra2n9c18754	chr9	sp|Q9K3E1|NQRF_COLMA Na(+)-translocating NADH-quinone reductase subunit F (Fragment) OS=Colwellia maris OX=77524 GN=nqrF PE=3 SV=1
Potra2n9c18755	chr9	sp|Q0D1P3|TERE_ASPTN Multicopper oxidase terE OS=Aspergillus terreus (strain NIH 2624 / FGSC A1156) OX=341663 GN=terE PE=1 SV=1
Potra2n9c18756	chr9	sp|Q9M1I7|NPR6_ARATH Regulatory protein NPR6 OS=Arabidopsis thaliana OX=3702 GN=NPR6 PE=1 SV=1
Potra2n9c18757	chr9	sp|Q8U3T3|MOAB_PYRFU Molybdopterin adenylyltransferase OS=Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1) OX=186497 GN=moaB PE=1 SV=1
Potra2n9c18758	chr9	sp|Q9FMP0|MD19A_ARATH Mediator of RNA polymerase II transcription subunit 19a OS=Arabidopsis thaliana OX=3702 GN=MED19A PE=1 SV=1
Potra2n9c18759	chr9	None available
Potra2n9c18760	chr9	sp|Q7XMJ2|KN10B_ORYSJ Kinesin-like protein KIN-10B OS=Oryza sativa subsp. japonica OX=39947 GN=KIN10B PE=2 SV=2
Potra2n9c18761	chr9	None available
Potra2n9c18762	chr9	sp|Q9R101|LIPS_ICTTR Hormone-sensitive lipase OS=Ictidomys tridecemlineatus OX=43179 GN=LIPE PE=2 SV=1
Potra2n9c18763	chr9	sp|O76743|GLH4_CAEEL ATP-dependent RNA helicase glh-4 OS=Caenorhabditis elegans OX=6239 GN=glh-4 PE=1 SV=2
Potra2n9c18764	chr9	sp|Q9ZU46|ZAR1_ARATH Receptor protein kinase-like protein ZAR1 OS=Arabidopsis thaliana OX=3702 GN=ZAR1 PE=1 SV=1
Potra2n9c18765	chr9	None available
Potra2n9c18766	chr9	sp|A3PMS2|SMC_RHOS1 Chromosome partition protein Smc OS=Rhodobacter sphaeroides (strain ATCC 17029 / ATH 2.4.9) OX=349101 GN=smc PE=3 SV=2
Potra2n9c18767	chr9	sp|Q9SA25|WAKLG_ARATH Wall-associated receptor kinase-like 8 OS=Arabidopsis thaliana OX=3702 GN=WAKL8 PE=2 SV=1
Potra2n9c18768	chr9	sp|Q46684|BGLX_DICCH Periplasmic beta-glucosidase/beta-xylosidase OS=Dickeya chrysanthemi OX=556 GN=bgxA PE=3 SV=1
Potra2n9c18769	chr9	sp|Q9S9M3|WAKLC_ARATH Wall-associated receptor kinase-like 3 OS=Arabidopsis thaliana OX=3702 GN=WAKL3 PE=2 SV=2
Potra2n9c18770	chr9	None available
Potra2n9c18771	chr9	sp|Q9S9M3|WAKLC_ARATH Wall-associated receptor kinase-like 3 OS=Arabidopsis thaliana OX=3702 GN=WAKL3 PE=2 SV=2
Potra2n9c18772	chr9	sp|Q1INB1|SMC_KORVE Chromosome partition protein Smc OS=Koribacter versatilis (strain Ellin345) OX=204669 GN=smc PE=3 SV=1
Potra2n9c18773	chr9	sp|A1DPG0|BGLH_NEOFI Probable beta-glucosidase H OS=Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) OX=331117 GN=bglH PE=3 SV=1
Potra2n9c18774	chr9	sp|P33363|BGLX_ECOLI Periplasmic beta-glucosidase OS=Escherichia coli (strain K12) OX=83333 GN=bglX PE=3 SV=2
Potra2n9c18775	chr9	None available
Potra2n9c18776	chr9	sp|A1DJS5|XYND_NEOFI Probable exo-1,4-beta-xylosidase xlnD OS=Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) OX=331117 GN=xlnD PE=3 SV=1
Potra2n9c18777	chr9	sp|Q51697|IORA_BREDI Isoquinoline 1-oxidoreductase subunit alpha OS=Brevundimonas diminuta OX=293 GN=iorA PE=1 SV=1
Potra2n9c18778	chr9	None available
Potra2n9c18779	chr9	sp|Q96CW5|GCP3_HUMAN Gamma-tubulin complex component 3 OS=Homo sapiens OX=9606 GN=TUBGCP3 PE=1 SV=2
Potra2n9c18780	chr9	sp|Q84J50|HS177_ORYSJ 17.7 kDa class I heat shock protein OS=Oryza sativa subsp. japonica OX=39947 GN=HSP17.7 PE=2 SV=1
Potra2n9c18781	chr9	sp|D9UC01|RTM2D_ARATH Inactive protein RESTRICTED TEV MOVEMENT 2 OS=Arabidopsis thaliana OX=3702 GN=RTM2 PE=3 SV=1
Potra2n9c18782	chr9	None available
Potra2n9c18783	chr9	sp|Q0IQN6|DRB8_ORYSJ Double-stranded RNA-binding protein 8 OS=Oryza sativa subsp. japonica OX=39947 GN=DRB8 PE=2 SV=1
Potra2n9c18784	chr9	sp|Q56837|XECA_XANP2 2-hydroxypropyl-CoM lyase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) OX=78245 GN=xecA1 PE=1 SV=1
Potra2n9c18785	chr9	None available
Potra2n9c18786	chr9	sp|O94348|YIP1_SCHPO Protein transport protein yip1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=yip1 PE=3 SV=1
